,rcv1 | direct | sketch_size = m/4 = 11809 | residual_norms (median),rcv1 | direct | sketch_size = m/4 = 11809 | residual_norms (1st quartile),rcv1 | direct | sketch_size = m/4 = 11809 | residual_norms (3rd quartile),rcv1 | cg | sketch_size = m/4 = 11809 | residual_norms (median),rcv1 | cg | sketch_size = m/4 = 11809 | residual_norms (1st quartile),rcv1 | cg | sketch_size = m/4 = 11809 | residual_norms (3rd quartile),rcv1 | subsample | sketch_size = m/4 = 11809 | residual_norms (median),rcv1 | subsample | sketch_size = m/4 = 11809 | residual_norms (1st quartile),rcv1 | subsample | sketch_size = m/4 = 11809 | residual_norms (3rd quartile),rcv1 | count | sketch_size = m/4 = 11809 | residual_norms (median),rcv1 | count | sketch_size = m/4 = 11809 | residual_norms (1st quartile),rcv1 | count | sketch_size = m/4 = 11809 | residual_norms (3rd quartile)
0,4.926257484440879e-16,4.926257484440879e-16,4.926257484440879e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,,,,0.02350006936029743,0.02350006936029743,0.02350006936029743,0.0817886175936184,0.0817886175936184,0.0817886175936184,0.0004895063858000305,0.0004895063858000305,0.0004895063858000305
2,,,,0.011336401604773024,0.011336401604773024,0.011336401604773024,0.034091564930774636,0.034091564930774636,0.034091564930774636,0.004951289694423545,0.004951289694423545,0.004951289694423545
3,,,,0.003962831463287162,0.003962831463287162,0.003962831463287162,0.03037765708326819,0.03037765708326819,0.03037765708326819,0.0001632977523225229,0.0001632977523225229,0.0001632977523225229
4,,,,0.003587556680087102,0.003587556680087102,0.003587556680087102,0.028631479702603855,0.028631479702603855,0.028631479702603855,0.00014030905090253444,0.00014030905090253444,0.00014030905090253444
5,,,,0.002475116956748434,0.002475116956748434,0.002475116956748434,0.0033563600291390532,0.0033563600291390532,0.0033563600291390532,9.636644339678509e-05,9.636644339678509e-05,9.636644339678509e-05
6,,,,0.002080470465222157,0.002080470465222157,0.002080470465222157,0.011781868585688814,0.011781868585688814,0.011781868585688814,,,
7,,,,0.0162100704325168,0.0162100704325168,0.0162100704325168,0.015106645686096733,0.015106645686096733,0.015106645686096733,,,
8,,,,0.0014585939840374368,0.0014585939840374368,0.0014585939840374368,0.01428183856402188,0.01428183856402188,0.01428183856402188,,,
9,,,,0.0013147221111033632,0.0013147221111033632,0.0013147221111033632,0.01482199602781637,0.01482199602781637,0.01482199602781637,,,
10,,,,0.001121528519092639,0.001121528519092639,0.001121528519092639,0.014925471415308872,0.014925471415308872,0.014925471415308872,,,
11,,,,0.0010129372599718424,0.0010129372599718424,0.0010129372599718424,0.014205129188625498,0.014205129188625498,0.014205129188625498,,,
12,,,,0.0008336903778858622,0.0008336903778858622,0.0008336903778858622,0.0017570260461250444,0.0017570260461250444,0.0017570260461250444,,,
13,,,,0.001272366369975724,0.001272366369975724,0.001272366369975724,0.007451896899906383,0.007451896899906383,0.007451896899906383,,,
14,,,,0.0010864992294357498,0.0010864992294357498,0.0010864992294357498,0.0013297403487454987,0.0013297403487454987,0.0013297403487454987,,,
15,,,,0.0007001000684847297,0.0007001000684847297,0.0007001000684847297,0.004633266207166693,0.004633266207166693,0.004633266207166693,,,
16,,,,0.0006734041944401604,0.0006734041944401604,0.0006734041944401604,0.006357470337209053,0.006357470337209053,0.006357470337209053,,,
17,,,,0.000586589583217319,0.000586589583217319,0.000586589583217319,0.00703846361485726,0.00703846361485726,0.00703846361485726,,,
18,,,,0.000530813435614511,0.000530813435614511,0.000530813435614511,0.007283316637919794,0.007283316637919794,0.007283316637919794,,,
19,,,,0.0005185578251669542,0.0005185578251669542,0.0005185578251669542,0.007455853212695663,0.007455853212695663,0.007455853212695663,,,
20,,,,0.003584755786586749,0.003584755786586749,0.003584755786586749,0.0072249062047000275,0.0072249062047000275,0.0072249062047000275,,,
21,,,,0.00046526178270546784,0.00046526178270546784,0.00046526178270546784,0.0075251326087439774,0.0075251326087439774,0.0075251326087439774,,,
22,,,,0.00042309173862526735,0.00042309173862526735,0.00042309173862526735,0.0006738416084762799,0.0006738416084762799,0.0006738416084762799,,,
23,,,,0.0004011937364184439,0.0004011937364184439,0.0004011937364184439,0.002986567936490772,0.002986567936490772,0.002986567936490772,,,
24,,,,0.0005041370092522355,0.0005041370092522355,0.0005041370092522355,0.0047839830648830906,0.0047839830648830906,0.0047839830648830906,,,
25,,,,0.0004817660929185125,0.0004817660929185125,0.0004817660929185125,0.0046727272701345786,0.0046727272701345786,0.0046727272701345786,,,
26,,,,0.0012941614367040723,0.0012941614367040723,0.0012941614367040723,0.0004879931540963892,0.0004879931540963892,0.0004879931540963892,,,
27,,,,0.00035810268384008943,0.00035810268384008943,0.00035810268384008943,0.0020505022527788097,0.0020505022527788097,0.0020505022527788097,,,
28,,,,0.00033003748103669543,0.00033003748103669543,0.00033003748103669543,0.003226558424387817,0.003226558424387817,0.003226558424387817,,,
29,,,,0.0003263618545059226,0.0003263618545059226,0.0003263618545059226,0.003447502723044933,0.003447502723044933,0.003447502723044933,,,
30,,,,0.000474139506879723,0.000474139506879723,0.000474139506879723,0.00031475923974130706,0.00031475923974130706,0.00031475923974130706,,,
31,,,,0.00032189889621427465,0.00032189889621427465,0.00032189889621427465,0.0016359605808597764,0.0016359605808597764,0.0016359605808597764,,,
32,,,,0.0002817376258676502,0.0002817376258676502,0.0002817376258676502,0.002429612610606886,0.002429612610606886,0.002429612610606886,,,
33,,,,0.0011080630571545576,0.0011080630571545576,0.0011080630571545576,0.00027120080681627767,0.00027120080681627767,0.00027120080681627767,,,
34,,,,0.0002687428623433278,0.0002687428623433278,0.0002687428623433278,0.00040956054937630373,0.00040956054937630373,0.00040956054937630373,,,
35,,,,0.0002563074579504805,0.0002563074579504805,0.0002563074579504805,0.0002253720797595017,0.0002253720797595017,0.0002253720797595017,,,
36,,,,0.0002700110745158586,0.0002700110745158586,0.0002700110745158586,0.0007315831858694012,0.0007315831858694012,0.0007315831858694012,,,
37,,,,0.00033337490697019474,0.00033337490697019474,0.00033337490697019474,0.0010046325514764683,0.0010046325514764683,0.0010046325514764683,,,
38,,,,0.00023377296241618368,0.00023377296241618368,0.00023377296241618368,0.0011256616587416786,0.0011256616587416786,0.0011256616587416786,,,
39,,,,0.0022205768241780792,0.0022205768241780792,0.0022205768241780792,0.0011188336454233871,0.0011188336454233871,0.0011188336454233871,,,
40,,,,0.00021816689301038095,0.00021816689301038095,0.00021816689301038095,0.0012546179059707966,0.0012546179059707966,0.0012546179059707966,,,
41,,,,0.00019982812277329136,0.00019982812277329136,0.00019982812277329136,0.0013253551845376478,0.0013253551845376478,0.0013253551845376478,,,
42,,,,0.0001973849424652106,0.0001973849424652106,0.0001973849424652106,0.0012757859230580716,0.0012757859230580716,0.0012757859230580716,,,
43,,,,0.00019927313538596443,0.00019927313538596443,0.00019927313538596443,0.00014158168944948822,0.00014158168944948822,0.00014158168944948822,,,
44,,,,0.0003264507825471425,0.0003264507825471425,0.0003264507825471425,0.0002638932372036127,0.0002638932372036127,0.0002638932372036127,,,
45,,,,0.0005544955243917849,0.0005544955243917849,0.0005544955243917849,0.00038805569585242293,0.00038805569585242293,0.00038805569585242293,,,
46,,,,0.0002370713199862045,0.0002370713199862045,0.0002370713199862045,0.0005332554222064173,0.0005332554222064173,0.0005332554222064173,,,
47,,,,0.00017254002430810988,0.00017254002430810988,0.00017254002430810988,0.000597530449481287,0.000597530449481287,0.000597530449481287,,,
48,,,,0.00019255547648818646,0.00019255547648818646,0.00019255547648818646,0.0006205603262613424,0.0006205603262613424,0.0006205603262613424,,,
49,,,,0.00022460112184809018,0.00022460112184809018,0.00022460112184809018,0.0006862812039775295,0.0006862812039775295,0.0006862812039775295,,,
50,,,,0.0001632319792009867,0.0001632319792009867,0.0001632319792009867,0.0007719820795331197,0.0007719820795331197,0.0007719820795331197,,,
51,,,,0.0014841315392019891,0.0014841315392019891,0.0014841315392019891,8.795336485298354e-05,8.795336485298354e-05,8.795336485298354e-05,,,
52,,,,0.00016752531464193706,0.00016752531464193706,0.00016752531464193706,,,,,,
53,,,,0.0003049694417160417,0.0003049694417160417,0.0003049694417160417,,,,,,
54,,,,0.00015491627159970367,0.00015491627159970367,0.00015491627159970367,,,,,,
55,,,,0.00014600807476292379,0.00014600807476292379,0.00014600807476292379,,,,,,
56,,,,0.00016004725778897283,0.00016004725778897283,0.00016004725778897283,,,,,,
57,,,,0.0016777225069972911,0.0016777225069972911,0.0016777225069972911,,,,,,
58,,,,0.00017904333801188854,0.00017904333801188854,0.00017904333801188854,,,,,,
59,,,,0.00013486552215177607,0.00013486552215177607,0.00013486552215177607,,,,,,
60,,,,0.00013127421494431047,0.00013127421494431047,0.00013127421494431047,,,,,,
61,,,,0.0001289115291330129,0.0001289115291330129,0.0001289115291330129,,,,,,
62,,,,0.00019207113932241717,0.00019207113932241717,0.00019207113932241717,,,,,,
63,,,,0.00020580485489822783,0.00020580485489822783,0.00020580485489822783,,,,,,
64,,,,0.00019394831764633577,0.00019394831764633577,0.00019394831764633577,,,,,,
65,,,,0.00016201669959980492,0.00016201669959980492,0.00016201669959980492,,,,,,
66,,,,0.00016881318076832769,0.00016881318076832769,0.00016881318076832769,,,,,,
67,,,,0.0001468211360242901,0.0001468211360242901,0.0001468211360242901,,,,,,
68,,,,0.00013732973759316043,0.00013732973759316043,0.00013732973759316043,,,,,,
69,,,,0.0013517107220017768,0.0013517107220017768,0.0013517107220017768,,,,,,
70,,,,0.00011476999872009542,0.00011476999872009542,0.00011476999872009542,,,,,,
71,,,,0.00014271373516096773,0.00014271373516096773,0.00014271373516096773,,,,,,
72,,,,0.00012269084600975266,0.00012269084600975266,0.00012269084600975266,,,,,,
73,,,,0.00010993564784507054,0.00010993564784507054,0.00010993564784507054,,,,,,
74,,,,0.00014301918253765243,0.00014301918253765243,0.00014301918253765243,,,,,,
75,,,,0.00016231316451572497,0.00016231316451572497,0.00016231316451572497,,,,,,
76,,,,0.00013969046253019946,0.00013969046253019946,0.00013969046253019946,,,,,,
77,,,,0.00014397117090302557,0.00014397117090302557,0.00014397117090302557,,,,,,
78,,,,0.00012954550128787667,0.00012954550128787667,0.00012954550128787667,,,,,,
79,,,,9.700894849375593e-05,9.700894849375593e-05,9.700894849375593e-05,,,,,,
